Step,Random-weights-decoder,Bert-base-encoder,Cxr-bert-base-encoder,siglip-cxr-bert-base-encoder
38800,2.06600403785706,2.20132493972778,2.26312446594238,3.18398308753967
38900,2.02179622650146,1.88819646835327,2.10398960113525,3.19809412956238
39000,1.89159047603607,1.78267419338226,2.05175757408142,3.31042909622192
39100,1.76713836193085,2.06100130081177,2.12185716629028,3.02567410469055
39200,1.92827916145325,1.95040619373322,2.23096537590027,3.09341883659363
39300,1.89973056316376,1.96464896202087,1.98667502403259,3.08754301071167
39400,2.03883099555969,1.90540409088135,2.02768588066101,3.06249260902405
39500,1.84493410587311,1.73767483234406,2.17219281196594,3.11333179473877
39600,2.10869455337524,2.25352931022644,2.07075881958008,3.22535824775696
39700,1.98822093009949,1.79088926315308,2.18505573272705,3.25032901763916
39800,1.85491561889648,2.03950619697571,2.20038747787476,3.08870434761047
39900,1.962238073349,1.96225118637085,2.27063536643982,3.11971950531006
40000,2.07415556907654,1.77887070178986,2.04424524307251,3.2590708732605
40100,1.84895169734955,1.74556457996368,2.14367628097534,3.29833483695984
40200,1.91256153583527,1.70048451423645,1.90456485748291,3.18766665458679
40300,1.9263197183609,1.82134318351746,2.11610889434814,3.03265595436096
40400,2.06918549537659,1.82401919364929,2.27039170265198,3.2454936504364
40500,1.95169901847839,1.8663535118103,2.09698700904846,3.49223589897156
40600,2.0444540977478,2.12751722335815,2.19355201721191,3.18587398529053
40700,1.79938328266144,1.97352313995361,2.14826774597168,3.04659962654114
40800,2.03442573547363,1.87331295013428,1.98766160011292,3.02203059196472
40900,1.92009282112122,1.79368591308594,2.05811834335327,3.02202534675598
41000,1.97457110881805,1.91781258583069,2.20639419555664,3.05795931816101
41100,1.83705258369446,2.01621055603027,2.26628303527832,3.20403242111206
41200,1.99384737014771,1.82021653652191,2.16201615333557,3.10487961769104
41300,2.14262318611145,1.90731835365295,2.07601523399353,2.99378848075867
41400,1.94991636276245,2.07616853713989,2.31254100799561,2.93265771865845
41500,2.14528608322144,1.69745349884033,2.22902894020081,3.18788027763367
41600,1.90440058708191,2.00362253189087,1.97568309307098,3.25001811981201
41700,1.76692700386047,1.92193853855133,2.31502819061279,3.16029381752014
41800,1.98771750926971,1.85356950759888,1.98280131816864,3.13519167900085
41900,1.79687333106995,1.893221616745,2.19188690185547,3.22652721405029
41999,1.79744100570679,1.74649047851563,1.98998045921326,3.05135059356689
42000,1.96331989765167,1.90438961982727,1.99282097816467,3.38242721557617
42100,1.90993702411652,1.81945443153381,1.98955464363098,3.01056504249573
42200,1.94138073921204,1.76832389831543,1.79217565059662,3.00663781166077
42300,1.70132207870483,1.88925218582153,2.08539009094238,3.17036318778992
42400,1.82809472084045,1.77281820774078,2.10028553009033,3.17250275611877
42500,1.9303092956543,1.87831103801727,2.24291086196899,3.15674185752869
42600,1.74729752540588,1.69584512710571,1.75152587890625,3.072598695755
42700,1.77786731719971,1.98488581180573,2.04932355880737,3.09179592132568
42800,2.05003547668457,1.86412286758423,1.85857224464417,2.99489545822144
42900,1.83174276351929,1.93160057067871,2.13416624069214,2.98842453956604
43000,1.76602077484131,1.71896743774414,1.97915029525757,3.38542079925537
43100,1.83340179920197,1.81105637550354,1.98771572113037,3.057936668396
43200,1.79325902462006,1.81781482696533,2.20278000831604,3.11186122894287
43300,1.79571723937988,1.90492081642151,2.0503888130188,3.2008593082428
43400,2.16213417053223,1.76404678821564,2.01762533187866,3.05671858787537
43500,1.91158270835876,1.90509676933289,2.2053337097168,3.16115832328796
43600,1.76835918426514,1.86865377426147,2.08071851730347,3.01801085472107
43700,1.71694767475128,1.88497948646545,1.98062443733215,3.03129577636719
43800,1.81799495220184,1.9829580783844,1.89652442932129,2.96544909477234
43900,1.87057161331177,1.71241331100464,1.92542099952698,2.96287679672241
44000,1.85922145843506,1.75604939460754,1.87807953357697,3.24859619140625
44100,1.84119915962219,1.90555620193481,2.09534025192261,3.09992599487305
44200,1.80025362968445,1.86003756523132,1.91081762313843,3.03472852706909
44300,1.9552173614502,1.80075931549072,1.92747497558594,3.26780581474304
44400,1.90644884109497,1.96049380302429,2.26748180389404,2.89801359176636
44500,1.84500932693481,1.94573020935059,2.25709462165833,3.14722919464111
44600,1.78979766368866,1.8383355140686,1.95956683158875,3.11648678779602
44700,1.75170052051544,1.82698893547058,2.13442611694336,3.06155204772949
44800,1.84028458595276,1.88305950164795,1.98012852668762,3.04790282249451
44900,1.79790663719177,1.86030960083008,2.14503049850464,3.26878070831299
45000,1.93266463279724,1.86889696121216,2.09842252731323,2.95801758766174
45100,2.07556891441345,1.87232303619385,1.90278601646423,2.9699010848999
45200,1.94934558868408,1.69378423690796,2.12279415130615,2.99620819091797
45300,1.80067181587219,1.80959463119507,1.87321972846985,3.19244623184204
45400,1.85837626457214,1.97220921516418,1.98824024200439,2.96610283851624
45500,1.8585113286972,1.71389174461365,1.98998475074768,3.14072871208191
45600,2.02525997161865,1.85125780105591,2.11398601531982,3.22899460792541
45700,1.81524276733398,1.87939524650574,2.10128092765808,3.0324182510376
45800,1.89116060733795,1.83292210102081,2.13315081596375,3.30901050567627
45900,1.86306524276733,1.91646480560303,1.965252161026,3.10290336608887
46000,1.8845751285553,1.7160816192627,1.97459411621094,3.10344839096069
46100,1.73376631736755,1.90330445766449,1.76445138454437,3.04573607444763
46199,1.87716674804688,1.77960395812988,1.94475066661835,3.04957723617554
46200,1.65309929847717,1.87908434867859,1.79937052726746,2.95838856697083
46300,1.72415947914124,1.69896459579468,1.98180282115936,2.99567747116089
46400,1.6675238609314,1.98273229598999,2.00025415420532,3.14959216117859
46500,1.82414984703064,1.74431133270264,2.20964932441711,3.11714816093445
46600,1.88944506645203,1.70092916488647,2.18672370910645,3.08192253112793
46700,1.68665194511414,1.78774905204773,1.92557430267334,2.95422959327698
46800,1.90211057662964,1.89478242397308,2.07177639007568,3.0630145072937
46900,1.74547266960144,1.93605208396912,2.21307468414307,2.99118041992187
47000,1.91320276260376,1.82332134246826,1.79483163356781,2.90389895439148
47100,1.882115483284,1.80770897865295,2.04718923568726,3.10664296150208
47200,2.03047227859497,1.86661767959595,1.9118058681488,2.95620894432068
47300,1.83828139305115,1.83525204658508,1.86611461639404,2.93616390228271
47400,1.93024587631226,1.66038417816162,2.09073925018311,3.0469114780426
47500,1.79025232791901,1.73228049278259,1.98837566375732,3.14637351036072
47600,1.70981645584106,1.88156592845917,2.01312708854675,3.03326678276062
47700,1.8285391330719,1.92063772678375,1.87135672569275,2.81596422195435
47800,1.73842191696167,2.05128240585327,1.84981667995453,3.0010621547699
47900,1.7113436460495,1.77106928825378,2.14204454421997,2.89552617073059
48000,1.96516680717468,1.88889741897583,1.88060855865479,2.86749148368835
48100,1.74932718276978,1.66002511978149,1.81047654151917,2.98223352432251
48200,1.9009997844696,1.81239807605743,1.79514479637146,3.11071586608887
48300,1.6932692527771,1.74090039730072,1.77917957305908,3.03074669837952
48400,1.87086367607117,1.77172517776489,1.87901628017426,3.27063012123108
48500,1.8526486158371,1.7774453163147,2.08906960487366,2.93984365463257
48600,1.81887114048004,1.72540307044983,2.05134010314941,2.96372580528259
48700,1.78531885147095,1.80584943294525,1.91393685340881,2.97937059402466
48800,1.50284349918365,1.96688604354858,2.00712466239929,3.01660656929016
48900,1.62986028194428,1.90134024620056,1.98686492443085,2.92162108421326
49000,1.85075640678406,1.80190849304199,1.97801887989044,2.93472242355347
49100,1.75981199741364,1.79276371002197,1.99495530128479,2.97836232185364
49200,1.82230937480927,1.88195157051086,2.09201860427856,3.14254212379456
49300,1.81466150283813,1.73529148101807,1.98574781417847,3.03133535385132
49400,1.79813122749329,1.80441355705261,2.09803104400635,3.00343227386475
49500,1.84929752349854,1.79925298690796,2.06364345550537,3.01943922042847
49600,1.81242775917053,1.9240837097168,2.08272099494934,3.10122418403625
49700,1.57163143157959,1.63872528076172,1.89553070068359,3.0905773639679
49800,1.75156736373901,1.79513776302338,1.89243900775909,3.13643670082092
49900,1.81320405006409,1.69492650032043,2.00573444366455,3.0611584186554
50000,1.78128671646118,1.84369564056396,1.97826194763184,2.92376637458801
50100,1.80970644950867,1.74195289611816,1.85717535018921,3.25544476509094
50200,1.68927812576294,1.63948035240173,1.95788216590881,3.02523374557495
50300,1.62483239173889,1.97824025154114,1.93382787704468,2.92922592163086
50399,1.85681211948395,1.88919103145599,2.01614093780518,2.95095086097717
50400,1.86813044548035,1.71049380302429,1.85078287124634,2.90900468826294
50500,1.58699798583984,1.69777321815491,1.9207592010498,2.84817838668823
50600,1.855224609375,1.72170686721802,2.07473587989807,3.04021000862122
50700,1.64496159553528,1.83147072792053,1.94106411933899,3.10710144042969
50800,1.72697567939758,1.72025573253632,2.02762746810913,2.97494387626648
50900,1.45949554443359,1.85616886615753,1.89523243904114,3.15072131156921
51000,1.83376014232636,1.78684115409851,1.9592707157135,3.02601194381714
51100,1.7921826839447,1.70818471908569,1.94461560249329,2.86434721946716
51200,1.97022938728333,1.68584036827087,1.96212816238403,2.930016040802
51300,1.92819571495056,1.88472890853882,1.99609661102295,2.97920107841492
51400,1.81615722179413,1.96229362487793,2.12014484405518,2.91256284713745
51500,1.87015748023987,1.82787704467773,1.93003666400909,2.9726824760437
51600,1.52454912662506,1.88667321205139,2.00792264938354,3.01040053367615
51700,1.76414716243744,1.8480007648468,2.05611038208008,3.0405011177063
51800,1.87461721897125,1.91345739364624,2.05589485168457,2.96046495437622
51900,1.83090448379517,1.72976529598236,1.98330950737,2.9187638759613
52000,1.69864618778229,1.83885562419891,1.86709928512573,2.99171495437622
52100,1.84221470355988,1.85652649402618,2.1336452960968,2.86857533454895
52200,1.65149402618408,1.64390063285828,1.92612838745117,3.0345504283905
52300,1.70876240730286,1.73357558250427,1.78229570388794,3.01274704933166
52400,1.59771704673767,1.74600195884705,2.01898717880249,3.01748156547546
52500,1.98534870147705,1.72142553329468,2.02804112434387,2.82131433486938
52600,1.72581624984741,1.83412337303162,1.9776611328125,3.05299544334412
52700,1.84383344650269,1.8495557308197,1.98286056518555,2.70241641998291
52800,1.42479944229126,1.74058365821838,1.93928408622742,2.92539119720459
52900,1.85812473297119,1.78867816925049,1.89565300941467,2.84584498405457
53000,1.8357617855072,1.71469461917877,1.83914256095886,2.99794125556946
53100,1.66467475891113,1.92408263683319,1.89982843399048,3.00741410255432
53200,1.47095227241516,1.60305905342102,1.79245209693909,2.89552354812622
53300,1.69666218757629,1.82360994815826,2.16240215301514,2.81683039665222
53400,1.66522479057312,1.87652957439423,1.84456479549408,3.04913640022278
53500,1.73629021644592,1.77439522743225,1.98891973495483,2.85033202171326
53600,1.83205616474152,1.83842766284943,2.04977130889893,3.20349049568176
53700,1.77182364463806,1.86294853687286,1.70583558082581,2.9485981464386
53800,1.83516550064087,1.8744215965271,2.06588530540466,2.95656132698059
53900,1.91823792457581,2.02172136306763,2.02221131324768,3.07201719284058
54000,1.74207186698914,1.80969774723053,1.90760910511017,3.07742047309875
54100,1.84307169914246,2.03788661956787,1.85851883888245,3.01502442359924
54200,1.68405699729919,1.63548493385315,2.04691910743713,2.78409790992737
54300,1.60524725914001,1.77284526824951,1.96932125091553,2.89140200614929
54400,1.71587252616882,1.97869074344635,1.82464003562927,2.95327425003052
54500,1.88895201683044,1.6366640329361,1.66719508171082,2.690509557724
54599,1.71211838722229,1.66958200931549,1.89196586608887,2.95232939720154
54600,1.72268080711365,1.46643388271332,1.81413376331329,3.01496934890747
54700,1.48313593864441,1.73730707168579,1.87616348266602,2.92566156387329
54800,1.77896189689636,1.63935494422913,2.030921459198,2.78926301002502
54900,1.62691998481751,1.68001508712769,2.07447481155395,2.8368980884552
55000,1.54474794864655,1.75231194496155,1.89128232002258,3.05220746994019
55100,1.72869682312012,1.70171749591827,1.75366377830505,3.09932732582092
55200,1.75495254993439,1.94526493549347,1.99377083778381,2.97964096069336
55300,1.62782835960388,1.77797484397888,2.0507972240448,2.77786636352539
55400,1.71398937702179,1.4819507598877,1.90551316738129,2.97978687286377
55500,1.59747195243835,1.72237610816956,1.89666223526001,2.96088671684265
55600,1.70898747444153,1.73220336437225,1.85661351680756,3.05470418930054
55700,1.54557800292969,1.71589732170105,1.80168008804321,2.92887926101685
55800,1.72540509700775,1.66238915920258,1.88207793235779,2.74925351142883
55900,1.75066328048706,1.71110486984253,1.88802266120911,2.87825608253479
56000,1.72259664535522,1.65588569641113,1.73956918716431,2.79637622833252
56100,1.43913817405701,1.86651492118835,1.99103438854218,3.03471922874451
56200,1.79614889621735,1.88942766189575,2.09905767440796,3.07577347755432
56300,2.00606393814087,1.85785746574402,1.78848469257355,2.81812024116516
56400,1.66126942634583,1.7957706451416,1.82468140125275,3.06565046310425
56500,1.70893537998199,1.5802948474884,1.74969363212585,2.86088371276855
56600,1.62055790424347,1.7776038646698,1.92716860771179,2.88156986236572
56700,1.91021621227264,1.67056679725647,1.82015013694763,2.99193120002747
56800,1.80171704292297,1.70750188827515,1.89816999435425,2.90917015075684
56900,1.70526778697968,1.5851765871048,1.97675478458405,2.794757604599
57000,1.55883502960205,1.6122031211853,1.77356517314911,2.82754755020142
57100,1.53813397884369,1.74853873252869,1.86615395545959,2.86586356163025
57200,1.62796568870544,1.79099988937378,1.8345091342926,3.13670468330383
57300,1.63723731040955,1.74940872192383,1.9906257390976,3.06619572639465
57400,2.0320348739624,1.76122379302979,2.1301908493042,3.08812952041626
57500,1.7353720664978,1.64255118370056,1.84253072738647,2.93096804618835
57600,1.6912956237793,1.71854758262634,2.04805994033813,3.01245355606079
57700,1.64253115653992,1.75058138370514,1.85260808467865,3.16956114768982
57800,1.72091102600098,1.87414002418518,1.94231736660004,2.95442223548889
57900,1.81967890262604,1.82204782962799,1.85153079032898,2.73674249649048
58000,1.68146431446075,1.73983716964722,1.98609590530396,2.84605026245117
58100,1.64744710922241,1.63640189170837,1.7920184135437,2.85948514938354
58200,1.4233341217041,1.73168933391571,1.76865494251251,3.08287262916565
58300,1.58348643779755,1.65526413917542,1.9191255569458,2.80108976364136
58400,1.6749701499939,1.61027574539185,1.82246661186218,3.01643252372742
58500,1.71491646766663,1.68196427822113,1.87825679779053,3.02937316894531
58600,1.70563232898712,1.82447683811188,2.02458739280701,2.86440539360046
58700,1.70089673995972,1.88754773139954,1.74802041053772,3.02379631996155
58799,1.66658902168274,1.78405678272247,1.89062762260437,2.95462894439697
58800,1.71602785587311,1.74607110023499,1.87199234962463,2.89692306518555
58900,1.85788655281067,1.75848519802094,1.90100741386414,2.83447933197021
59000,1.44191384315491,1.60915422439575,1.74144315719605,2.55191922187805
59100,1.69421148300171,1.62844610214233,1.83482456207275,2.69032764434814
59200,1.66229140758514,1.78647589683533,1.90711283683777,2.73000812530518
59300,1.61228537559509,1.51373076438904,1.59889316558838,2.80475544929504
59400,1.66572952270508,1.79171812534332,1.89678502082825,2.86021852493286
59500,1.61061024665833,1.67555141448975,1.80071997642517,2.74445009231567
59600,1.61335527896881,1.58723962306976,1.85012996196747,3.0702440738678
59700,1.40397500991821,1.65866947174072,1.83202600479126,2.86337208747864
59800,1.59496212005615,1.63498210906982,1.97303819656372,2.89789175987244
59900,1.6959844827652,1.49852406978607,1.70752906799316,2.9815399646759
60000,1.59929823875427,1.65237367153168,1.76037430763245,2.91460776329041
60100,1.71383595466614,1.65951681137085,1.73989474773407,3.03209471702576
60200,1.57846570014954,1.4514217376709,1.75526428222656,2.83122277259827
60300,1.40205371379852,1.69841039180756,1.79850745201111,2.91045641899109
60400,1.72909212112427,1.65278339385986,1.76942896842957,2.80987167358398
60500,1.64461040496826,1.67472887039185,2.00783848762512,2.7372624874115
60600,1.7485613822937,1.56921148300171,1.95353984832764,2.81185054779053
60700,1.58830428123474,1.54818534851074,1.6862096786499,2.7525680065155
60800,1.49297475814819,1.4306275844574,1.85917496681213,2.63679933547974
60900,1.59481835365295,1.66137254238129,2.00223684310913,2.91933584213257
61000,1.78134179115295,1.71163129806519,1.64615595340729,3.17381596565247
61100,1.63832020759583,1.72510945796967,1.81623315811157,2.81065940856934
61200,1.71518182754517,1.84733712673187,1.70918774604797,3.04647731781006
61300,1.64716696739197,1.8416520357132,1.69424343109131,2.72038197517395
61400,1.70523142814636,1.8002108335495,1.82714343070984,2.8039391040802
61500,1.44574201107025,1.61387133598328,1.81383490562439,3.02954769134521
61600,1.50787937641144,1.69968676567078,1.81606185436249,2.8010241985321
61700,1.55217456817627,1.91086292266846,1.98173415660858,2.88719844818115
61800,1.74790644645691,1.53122413158417,1.81797742843628,2.97051930427551
61900,1.64519453048706,1.4274423122406,1.70992541313171,2.83994841575623
62000,1.65603363513947,1.57545113563538,1.71845507621765,2.96626448631287
62100,1.7396936416626,1.37807369232178,2.00172877311707,2.79229736328125
62200,1.47963333129883,1.82994091510773,1.94560861587524,3.01463556289673
62300,1.90557861328125,1.84739005565643,1.80517756938934,2.86017775535583
62400,1.98026216030121,1.66223502159119,1.74891495704651,2.74439573287964
62500,1.6847904920578,1.62715601921082,2.03195238113403,2.84605717658997
62600,1.40715718269348,1.62662780284882,2.01734852790833,2.84764122962952
62700,1.61618554592133,1.77145159244537,1.92880547046661,2.87937378883362
62800,1.78942704200745,1.89595246315002,1.95269918441772,2.88099336624146
62900,1.59724092483521,1.62216556072235,1.87081873416901,2.78448152542114
62999,1.5350968837738,1.58991289138794,1.79492509365082,2.94154405593872
63000,1.76318979263306,1.46539747714996,1.73458337783813,2.82985258102417
63100,1.64379143714905,1.66948366165161,1.89478635787964,2.81486988067627
63200,1.63649749755859,1.53525352478027,1.72473382949829,2.66127991676331
63300,1.377281665802,1.58504772186279,1.81658840179443,2.85202670097351
63400,1.43069171905518,1.63166165351868,1.75686240196228,2.98040151596069
63500,1.64103555679321,1.58754754066467,1.72910833358765,2.70927953720093
63600,1.81056129932404,1.67285537719727,1.7619423866272,3.05961084365845
63700,1.73818027973175,1.76167213916779,1.78897607326508,2.95087218284607
63800,1.61303186416626,1.53380489349365,2.02553510665894,2.86042380332947
63900,1.735671043396,1.79822647571564,1.79893517494202,2.82623767852783
64000,1.37131237983704,1.57227861881256,1.84095668792725,2.80660128593445
64100,1.68505382537842,1.76718461513519,1.74278092384338,2.76798844337463
64200,1.59771394729614,1.85615432262421,1.88996267318726,2.89918327331543
64300,1.48970890045166,1.61536192893982,1.80956709384918,2.78779149055481
64400,1.64310872554779,1.75482702255249,1.66503667831421,2.79095768928528
64500,1.66960895061493,1.62779772281647,1.89940214157105,2.81887078285217
64600,1.55074226856232,1.63420498371124,1.87896823883057,2.92123627662659
64700,1.57624506950378,1.59149205684662,1.68129897117615,2.79055953025818
64800,1.52993524074554,1.68367600440979,1.87098407745361,2.90009474754333
64900,1.53731632232666,1.59326529502869,1.93052458763123,2.9624297618866
65000,1.5324432849884,1.55450367927551,1.74524998664856,2.74320483207703
65100,1.59800934791565,1.84233283996582,1.90055930614471,2.90167713165283
65200,1.6707911491394,1.37471699714661,1.89921176433563,2.66083192825317
65300,1.59116840362549,1.72053003311157,1.59200596809387,2.82874894142151
65400,1.63607621192932,1.69726133346558,1.85827779769897,2.70784306526184
65500,1.5359058380127,1.55615019798279,1.83846771717072,2.81832265853882
65600,1.63868474960327,1.82793474197388,1.78390622138977,3.00414705276489
65700,1.51339340209961,1.71019315719605,1.7758674621582,3.06174731254578
65800,1.80098867416382,1.5221438407898,1.73309719562531,2.83894658088684
65900,1.52330529689789,1.82814192771912,1.8363322019577,2.88768863677979
66000,1.53172993659973,1.75890111923218,1.85236346721649,2.85876965522766
66100,1.62574338912964,1.62583756446838,1.74561774730682,2.87905931472778
66200,1.72711062431335,1.84061980247498,2.13489985466003,2.80718231201172
66300,1.72198295593262,1.63667511940002,1.60109758377075,2.67198181152344
66400,1.7837461233139,1.84062230587006,1.76319026947021,2.70893621444702
66500,1.57235848903656,1.67680287361145,1.85936212539673,2.87565970420837
66600,1.62975978851318,1.59849643707275,1.69025528430939,2.91985273361206
66700,1.80433440208435,1.79671382904053,1.75839161872864,2.84339570999146
66800,1.59710454940796,1.56737852096558,1.7228844165802,2.9323525428772
66900,1.59438896179199,1.70617294311523,1.70694947242737,2.89853477478027
67000,1.7041654586792,1.6504852771759,1.63469982147217,2.80595278739929
67100,1.607990026474,1.69814562797546,1.8980655670166,2.58330488204956
67199,1.65414309501648,1.57278442382813,1.78666353225708,2.67971920967102
67200,1.3676689863205,1.42070007324219,1.52700757980347,2.76763534545898
67300,1.55154776573181,1.72838258743286,2.02688455581665,2.9573540687561
67400,1.47862195968628,1.70282125473022,1.69442772865295,2.75408005714416
67500,1.41156959533691,1.80613005161285,1.58013224601746,2.72439694404602
67600,1.5246993303299,1.69040012359619,1.84357118606567,2.86085510253906
67700,1.43807744979858,1.48152410984039,1.69764971733093,2.80284357070923
67800,1.75452351570129,1.6690685749054,1.59395861625671,2.89970636367798
67900,1.60033929347992,1.77005338668823,1.76885187625885,2.80324387550354
68000,1.53677296638489,1.65447473526001,1.76543724536896,2.7594530582428
68100,1.35804283618927,1.56756639480591,1.58072066307068,2.8176007270813
68200,1.88065075874329,1.48542833328247,1.64858734607697,2.61608576774597
68300,1.56961917877197,1.60800909996033,1.90085363388062,2.8910961151123
68400,1.57941818237305,1.66898500919342,1.74042844772339,2.80999541282654
68500,1.57293725013733,1.61492681503296,1.88139891624451,2.71130514144897
68600,1.47545909881592,1.64233469963074,1.89835500717163,2.81929993629456
68700,1.56220650672913,1.64149379730225,1.78261923789978,2.83951282501221
68800,1.46835052967072,1.69476342201233,1.89677512645721,2.89965486526489
68900,1.50835371017456,1.75501036643982,1.88410091400146,2.72247767448425
69000,1.40026807785034,1.66568899154663,1.86408185958862,2.92113709449768
69100,1.6415159702301,1.48356485366821,1.62335658073425,2.91551089286804
69200,1.77249813079834,1.70683670043945,1.59372854232788,2.72524523735046
69300,1.59579181671143,1.36822855472565,1.74501740932465,2.96318054199219
69400,1.53769993782043,1.73862814903259,1.88284063339233,2.66699862480164
69500,1.60098838806152,1.81828618049622,1.88738107681274,2.59481644630432
69600,1.73907971382141,1.62208890914917,1.85517740249634,2.94627809524536
69700,1.69898200035095,1.55031967163086,1.65580058097839,2.74052548408508
69800,1.53702211380005,1.41441583633423,1.6535472869873,2.65924000740051
69900,1.67426466941834,1.55935764312744,1.95565664768219,2.96588063240051
70000,1.81770932674408,1.66658163070679,1.69365727901459,2.71950364112854
70100,1.59916424751282,1.51714253425598,1.8566951751709,2.80640983581543
70200,1.49892830848694,1.7104629278183,1.75145983695984,2.79381465911865
70300,1.47285008430481,1.55787920951843,1.77536725997925,2.507652759552
70400,1.57224297523499,1.73492789268494,1.70772504806519,2.90328359603882
70500,1.63676142692566,1.65438199043274,1.77826452255249,2.74459958076477
70600,1.48200333118439,1.6862268447876,1.90123796463013,2.59530091285706
70700,1.57268929481506,1.64984023571014,1.87877249717712,2.8276891708374
70800,1.6498966217041,1.73915696144104,1.91299951076508,2.9603009223938
70900,1.66473722457886,1.61382961273193,1.76842880249023,2.68246507644653
71000,1.64854073524475,1.63706350326538,1.75277018547058,2.7340874671936
71100,1.56575417518616,1.76152276992798,1.6851749420166,2.82906937599182
71200,1.33238911628723,1.68211245536804,1.77969574928284,2.83986258506775
71300,1.6300733089447,1.64780676364899,1.84217715263367,2.83694887161255
71399,1.50996160507202,1.7208411693573,1.61676645278931,2.58918023109436
71400,1.58882021903992,1.43779420852661,1.45811867713928,2.58470296859741
71500,1.4716420173645,1.61834931373596,1.85664772987366,2.64264631271362
71600,1.5336709022522,1.46617197990417,1.77744257450104,2.70600390434265
71700,1.5808699131012,1.41704511642456,1.6489382982254,2.68066430091858
71800,1.38915634155273,1.68150174617767,1.63313674926758,2.79055380821228
71900,1.26270747184753,1.53470015525818,1.68315434455872,2.76458096504211
72000,1.47749853134155,1.588134765625,1.83515095710754,2.73561024665833
72100,1.55160522460938,1.46864557266235,1.71347200870514,2.79312300682068
72200,1.5973082780838,1.60208797454834,1.7121205329895,2.8665246963501
72300,1.63444089889526,1.62136244773865,1.85984146595001,2.88995671272278
72400,1.52795255184174,1.6170802116394,1.73828899860382,2.69155335426331
72500,1.40974056720734,1.35361969470978,1.85552334785461,2.86451315879822
72600,1.45121932029724,1.55441045761108,1.93357002735138,2.54760885238647
72700,1.58465182781219,1.41342806816101,1.73719096183777,2.85617399215698
72800,1.63823771476746,1.50735950469971,2.08168458938599,2.75108480453491
72900,1.75994455814362,1.43530416488647,1.65907454490662,2.79577898979187
73000,1.53736388683319,1.59787964820862,1.87444615364075,2.65307545661926
73100,1.54974746704102,1.44287991523743,1.57076740264893,2.89416527748108
73200,1.63114011287689,1.53280758857727,1.75618720054626,2.72319173812866
73300,1.68573307991028,1.58606672286987,1.6899197101593,2.71315979957581
73400,1.68121910095215,1.73607349395752,1.68708252906799,2.91061449050903
73500,1.52898001670837,1.50492978096008,1.88202238082886,2.82259702682495
73600,1.38859438896179,1.6043438911438,1.77639651298523,2.72411704063416
73700,1.69562673568726,1.51120853424072,1.70873713493347,2.89785814285278
73800,1.2129111289978,1.46729445457459,1.70899510383606,2.93425297737122
73900,1.45101296901703,1.68946969509125,1.73286366462708,2.78453493118286
74000,1.43761837482452,1.31599831581116,1.81775426864624,2.98646473884583
74100,1.56495261192322,1.49129712581635,1.5911431312561,2.73453664779663
74200,1.60995697975159,1.43438625335693,1.74967730045319,2.72336912155151
74300,1.39718747138977,1.47854602336884,1.812784075737,2.68803119659424
74400,1.55512762069702,1.45680916309357,1.88388025760651,2.49508261680603
74500,1.59644508361816,1.65700197219849,1.8494610786438,2.83050465583801
74600,1.7468558549881,1.78167176246643,1.76323390007019,2.73499608039856
74700,1.65610432624817,1.54610180854797,1.78448891639709,2.60508441925049
74800,1.54180121421814,1.47469615936279,1.78101873397827,2.86841678619385
74900,1.65386581420898,1.74893641471863,1.81615018844605,2.5635871887207
75000,1.56901812553406,1.50734519958496,1.81872582435608,2.87930631637573
75100,1.82109355926514,1.64041829109192,2.0980544090271,2.80232715606689
75200,1.467249751091,1.6907262802124,1.80498456954956,2.85166501998901
75300,1.62169218063355,1.69538819789886,1.80168962478638,2.86630845069885
75400,1.63918781280518,1.45984220504761,1.58678483963013,2.70921874046326
75500,1.50706934928894,1.49363040924072,1.8277223110199,2.8153772354126
75599,1.55932641029358,1.59543347358704,1.64996039867401,2.80101680755615
75600,1.45623540878296,1.54001617431641,1.77122783660889,2.99426007270813
75700,1.55769300460815,1.49265015125275,1.65982866287231,2.52328276634216
75800,1.39054870605469,1.4978015422821,1.63700151443481,2.68732714653015
75900,1.5645272731781,1.5907838344574,1.69085991382599,2.65170216560364
76000,1.66286826133728,1.57990837097168,1.66177868843079,2.48652672767639
76100,1.47881829738617,1.60308766365051,1.99302840232849,2.73931050300598
76200,1.63053524494171,1.32295083999634,1.74741983413696,2.77779722213745
76300,1.46183204650879,1.44560742378235,1.79103231430054,2.54377627372742
76400,1.82034254074097,1.48271369934082,1.64069044589996,2.51073694229126
76500,1.51600527763367,1.62844085693359,1.65002942085266,2.68343877792358
76600,1.53947329521179,1.6229145526886,1.55019450187683,2.78671741485596
76700,1.58386898040771,1.48710799217224,1.57635521888733,2.72889494895935
76800,1.5652049779892,1.65694499015808,1.61248874664307,2.74637007713318
76900,1.59340286254883,1.58043265342712,1.67415928840637,2.6663064956665
77000,1.48520529270172,1.59046101570129,1.8291928768158,2.84636783599854
77100,1.56396412849426,1.53535056114197,1.68865466117859,2.73749876022339
77200,1.6277027130127,1.45084881782532,1.66528868675232,2.83549761772156
77300,1.52387511730194,1.56114363670349,1.6867048740387,3.06755995750427
77400,1.44895005226135,1.57460832595825,1.66226172447205,2.67986869812012
77500,1.56424796581268,1.58116447925568,1.95004367828369,2.75952935218811
77600,1.55193042755127,1.55989193916321,1.70340323448181,2.7766489982605
77700,1.54533135890961,1.63863301277161,1.87874031066895,2.7301127910614
