Step,Random-weights-decoder,Bert-base-encoder,Cxr-bert-base-encoder,siglip-cxr-bert-base-encoder
10600,2.57496213912964,2.89860439300537,2.83176803588867,4.03939867019653
10700,2.70671558380127,2.72371196746826,2.89206647872925,3.95438885688782
10800,2.6548228263855,2.59163975715637,2.78878426551819,4.04987144470215
10900,2.75687670707703,2.74142551422119,2.88020133972168,3.98816514015198
11000,2.64802980422974,2.60240888595581,2.88777923583984,3.94309449195862
11100,2.84005045890808,2.77736783027649,2.78316426277161,3.95027422904968
11200,2.49853849411011,2.66206789016724,3.00404906272888,3.86126589775085
11300,2.57859039306641,2.76033210754395,2.8451075553894,3.8472318649292
11400,2.6471209526062,2.70196104049683,2.74902820587158,3.92933225631714
11500,2.67146229743958,2.79135775566101,2.68568515777588,4.06068849563599
11600,2.58827257156372,2.79265356063843,2.81460094451904,4.03244400024414
11700,2.71364164352417,2.79405307769775,2.87133598327637,3.97443604469299
11800,2.76174688339233,2.77104663848877,2.74269843101501,3.99362397193909
11900,2.7447829246521,2.71461772918701,2.861891746521,3.91954302787781
12000,2.60534906387329,2.7543261051178,2.87173104286194,3.8068585395813
12100,2.72321367263794,2.61167049407959,2.87401580810547,3.97411012649536
12200,2.69935059547424,2.90525484085083,2.91903495788574,4.22419548034668
12300,2.61635065078735,2.64241027832031,2.72993206977844,3.95566582679749
12400,2.63718366622925,2.61440396308899,2.77245378494263,3.88811445236206
12500,2.77271771430969,2.66790127754211,2.67709875106812,3.83839678764343
12599,2.62132453918457,2.70669889450073,2.78405666351318,3.8460955619812
12600,2.73774647712708,2.56295251846313,2.86365365982056,3.81725335121155
12700,2.61220359802246,2.63934397697449,2.61230564117432,3.86531138420105
12800,2.62996053695679,2.48629999160767,2.59479737281799,3.8816876411438
12900,2.57461500167847,2.67353010177612,2.6266598701477,3.9928092956543
13000,2.67908525466919,2.648193359375,2.67350244522095,3.74839854240417
13100,2.72246098518372,2.80800485610962,2.92500400543213,3.85227799415588
13200,2.49361991882324,2.62684679031372,2.86944127082825,4.03212070465088
13300,2.43216466903687,2.61529970169067,2.73808193206787,3.97781205177307
13400,2.54358625411987,2.66000032424927,2.73609972000122,3.75794219970703
13500,2.77555704116821,2.5610818862915,2.72055697441101,3.90137147903442
13600,2.6656641960144,2.65923047065735,2.88151121139526,3.90277695655823
13700,2.60203266143799,2.76960039138794,2.73673605918884,3.90910792350769
13800,2.80040168762207,2.77982354164124,2.82059574127197,3.93024659156799
13900,2.65875267982483,2.65031623840332,2.54298782348633,3.85856151580811
14000,2.8070707321167,2.53152227401733,2.66227984428406,3.92916560173035
14100,2.49462842941284,2.7694399356842,2.82224750518799,3.75001955032349
14200,2.48802042007446,2.59782075881958,2.66843724250793,3.76995158195496
14300,2.51910328865051,2.54399681091309,2.7206015586853,3.88007926940918
14400,2.42550849914551,2.54796576499939,2.69419240951538,3.82641339302063
14500,2.44796752929687,2.61141395568848,2.72007417678833,3.83229613304138
14600,2.54815483093262,2.81483435630798,2.91239023208618,3.92375063896179
14700,2.47267150878906,2.72052526473999,2.59518790245056,3.89939165115356
14800,2.72163033485413,2.70262432098389,2.78818726539612,3.63943099975586
14900,2.21161460876465,2.584956407547,2.6017153263092,3.67994856834412
15000,2.58620095252991,2.50110173225403,2.50057649612427,3.90761804580688
15100,2.30027008056641,2.57925295829773,2.55339956283569,3.8632481098175
15200,2.59201240539551,2.55464458465576,2.55331230163574,3.8024640083313
15300,2.63945341110229,2.57362985610962,2.7166256904602,3.74861574172974
15400,2.47556161880493,2.64681053161621,2.34639430046082,3.80910015106201
15500,2.52243494987488,2.43630790710449,2.75908088684082,3.60579562187195
15600,2.54503059387207,2.70222020149231,2.80059671401978,3.69383955001831
15700,2.5565824508667,2.57583236694336,2.50987315177917,3.84333729743958
15800,2.42637825012207,2.38870573043823,2.71235704421997,3.84588432312012
15900,2.41559195518494,2.49740743637085,2.62474489212036,3.72397208213806
16000,2.31456089019775,2.46555542945862,2.79760241508484,3.66119122505188
16100,2.28674030303955,2.5675482749939,2.73304843902588,3.77201151847839
16200,2.44745993614197,2.42968845367432,2.54123878479004,3.62728500366211
16300,2.26418256759644,2.79441905021667,2.57822322845459,3.72953724861145
16400,2.47252416610718,2.58928871154785,2.8820538520813,3.72748184204102
16500,2.56238007545471,2.62987804412842,2.70587491989136,3.72967147827148
16600,2.72081232070923,2.4750394821167,2.44686651229858,3.71952414512634
16700,2.58038568496704,2.59081196784973,2.50732803344727,3.72200131416321
16799,2.49742031097412,2.47522974014282,2.5194239616394,3.79777264595032
16800,2.52081823348999,2.43952989578247,2.54129457473755,3.72982954978943
16900,2.35765743255615,2.59081315994263,2.69048523902893,3.67995047569275
17000,2.47728204727173,2.28761315345764,2.40662527084351,3.53835082054138
17100,2.50377225875854,2.64190721511841,2.68215584754944,3.6846911907196
17200,2.24049711227417,2.39635181427002,2.72421860694885,3.83891081809998
17300,2.55274868011475,2.48589038848877,2.57992100715637,3.51709461212158
17400,2.45070767402649,2.44422674179077,2.46729421615601,3.76381468772888
17500,2.61186599731445,2.47525405883789,2.51792359352112,3.6720073223114
17600,2.46321439743042,2.35757827758789,2.6250729560852,3.59646487236023
17700,2.38011693954468,2.42023205757141,2.67614793777466,3.44057178497314
17800,2.35601735115051,2.38151693344116,2.54412984848022,3.75419116020203
17900,2.59783053398132,2.56059503555298,2.48462724685669,3.70481061935425
18000,2.43997502326965,2.29196643829346,2.5843517780304,3.60373044013977
18100,2.37566328048706,2.33539295196533,2.51488542556763,3.54487204551697
18200,2.45564889907837,2.50127100944519,2.62146139144897,3.59319138526916
18300,2.39308094978333,2.54709815979004,2.40405178070068,3.61899042129517
18400,2.42503094673157,2.43547248840332,2.55506753921509,3.80810165405273
18500,2.34170198440552,2.42108345031738,2.49199771881104,3.67260360717773
18600,2.50377178192139,2.42706346511841,2.67810368537903,3.5882396697998
18700,2.3105993270874,2.42946815490723,2.56333541870117,3.68942093849182
18800,2.40398597717285,2.36134195327759,2.61789751052856,3.55421566963196
18900,2.45526123046875,2.21679639816284,2.55896234512329,3.50971341133118
19000,2.55013990402222,2.42611765861511,2.62371826171875,3.66720271110535
19100,2.34143733978271,2.59728860855103,2.71875762939453,3.59757947921753
19200,2.25252890586853,2.47406387329102,2.56621789932251,3.73468136787415
19300,2.35387992858887,2.46550226211548,2.41883611679077,3.7709538936615
19400,2.27128219604492,2.66370916366577,2.77768325805664,3.60118103027344
19500,2.38999462127686,2.53645253181458,2.54574060440063,3.53496074676514
19600,2.56268739700317,2.35530614852905,2.52925395965576,3.7223265171051
19700,2.2935893535614,2.4846453666687,2.39586091041565,3.58705997467041
19800,2.18407464027405,2.49174189567566,2.49596190452576,3.63335990905762
19900,2.27444958686829,2.44905853271484,2.48654127120972,3.65368103981018
20000,2.270343542099,2.46142339706421,2.36431932449341,3.61586093902588
20100,2.47029876708984,2.35546207427979,2.55368661880493,3.57771420478821
20200,2.29331302642822,2.42645382881165,2.42947816848755,3.56468915939331
20300,2.3098247051239,2.38406300544739,2.45603132247925,3.6325056552887
20400,2.33809375762939,2.2277774810791,2.31090354919434,3.57214522361755
20500,2.31128263473511,2.4201066493988,2.69044876098633,3.50424957275391
20600,2.43518161773682,2.37698745727539,2.36834168434143,3.41166186332703
20700,2.20587110519409,2.23611259460449,2.52280354499817,3.62235593795776
20800,2.32077789306641,2.43119740486145,2.45048594474792,3.48242664337158
20900,2.27503061294556,2.55825805664062,2.35286712646484,3.39908289909363
20999,2.32286357879639,2.35060453414917,2.43138027191162,3.42618942260742
21000,2.39100050926208,2.38927841186523,2.26817846298218,3.64950919151306
21100,2.2838020324707,2.32842969894409,2.61177730560303,3.51002931594849
21200,2.17962312698364,2.33389806747437,2.65997266769409,3.58425045013428
21300,2.22378826141357,2.38054418563843,2.45170259475708,3.55243825912476
21400,2.23509383201599,2.26725959777832,2.23789310455322,3.49576377868652
21500,2.37462711334229,2.26571798324585,2.20436310768127,3.5731520652771
21600,2.42031764984131,2.24033164978027,2.53036975860596,3.31611347198486
21700,2.18051362037659,2.08523654937744,2.47765588760376,3.55654835700989
21800,2.25353813171387,2.19853353500366,2.59100389480591,3.44771385192871
21900,2.32263350486755,2.36630940437317,2.48013114929199,3.60691666603088
22000,2.14466142654419,2.455397605896,2.36994218826294,3.39378905296326
22100,2.35290765762329,2.38765001296997,2.27488541603088,3.52073192596436
22200,2.36209726333618,2.38096594810486,2.26077318191528,3.59423160552979
22300,2.40174865722656,2.1532027721405,2.44084143638611,3.46512961387634
22400,2.28286981582642,2.14889812469482,2.48009061813354,3.65450406074524
22500,2.48863482475281,2.27948951721191,2.46159505844116,3.70692825317383
22600,2.37324237823486,2.26808214187622,2.22422075271606,3.5387749671936
22700,2.38242530822754,2.03256869316101,2.24282169342041,3.50825786590576
22800,2.20341753959656,2.16387867927551,2.3250560760498,3.60604357719421
22900,2.4345874786377,2.21181583404541,2.42867612838745,3.55797839164734
23000,2.22375917434692,2.23620796203613,2.28316116333008,3.44788789749145
23100,2.20472502708435,2.32343578338623,2.47714519500732,3.61447024345398
23200,2.14246416091919,2.3471143245697,2.27121925354004,3.4503002166748
23300,2.23936057090759,2.28702855110168,2.42289042472839,3.49544739723206
23400,2.13161396980286,2.30225872993469,2.48999309539795,3.54532837867737
23500,2.28785634040833,2.23308324813843,2.45670890808105,3.47656488418579
23600,2.30136370658875,2.16888666152954,2.35373187065125,3.38388156890869
23700,2.26131439208984,2.23926210403442,2.33344340324402,3.30816173553467
23800,2.31572389602661,1.96284759044647,2.44648385047913,3.51272320747375
23900,2.37350463867187,2.26276111602783,2.51903486251831,3.21320056915283
24000,2.22930669784546,2.09328603744507,2.43347501754761,3.38858509063721
24100,2.10603952407837,2.11374759674072,2.46067452430725,3.6245219707489
24200,2.32541847229004,2.38994932174683,2.50484466552734,3.43531680107117
24300,2.08498668670654,2.33203840255737,2.27390265464783,3.38358759880066
24400,2.31181263923645,2.37314534187317,2.48686981201172,3.5721538066864
24500,2.02249479293823,2.2149600982666,2.52555513381958,3.40621638298035
24600,2.41907525062561,2.46077871322632,2.45718026161194,3.67719841003418
24700,2.2305417060852,2.11872243881226,2.41588354110718,3.54029297828674
24800,2.08344125747681,2.25994539260864,2.40233707427979,3.57676386833191
24900,1.94404458999634,2.01039481163025,2.36537981033325,3.50334119796753
25000,2.20139074325562,2.06113648414612,2.47970652580261,3.32686758041382
25100,2.22261428833008,2.18683338165283,2.48107814788818,3.47078585624695
25199,2.21701097488403,2.12524318695068,2.3073844909668,3.32655930519104
25200,1.95645475387573,1.9029529094696,2.23325610160828,3.39687848091125
25300,2.24235963821411,2.12980580329895,2.3574595451355,3.36510372161865
25400,2.17776870727539,2.11666011810303,2.43507051467895,3.25723004341125
25500,2.18218374252319,2.16187262535095,2.37072658538818,3.53371381759644
25600,2.34660744667053,2.10032105445862,2.36003017425537,3.36518669128418
25700,2.03618669509888,2.10052466392517,2.22688603401184,3.45805311203003
25800,2.03827857971191,2.10421347618103,2.21879076957703,3.55082511901855
25900,2.05817031860352,2.11655712127686,2.20932149887085,3.42282366752625
26000,2.00442600250244,2.25708937644958,2.31152200698853,3.32225799560547
26100,2.16978120803833,2.17357540130615,2.20160818099976,3.41799211502075
26200,2.18726468086243,2.00366425514221,2.37250638008118,3.38488268852234
26300,2.17183399200439,2.16083645820618,2.23512744903564,3.52884292602539
26400,2.0628170967102,2.08062171936035,2.48419761657715,3.35104203224182
26500,2.02690839767456,2.06430959701538,2.2043309211731,3.38266849517822
26600,2.14529609680176,2.01719665527344,2.41218566894531,3.59162354469299
26700,2.07406520843506,2.19356060028076,2.2440357208252,3.53206348419189
26800,2.40163946151733,2.24492597579956,2.30047559738159,3.5549840927124
26900,2.19182920455933,2.32103896141052,2.38722324371338,3.36674928665161
27000,2.1724648475647,2.0471248626709,2.26878690719604,3.48131084442139
27100,2.33640956878662,2.00471329689026,2.51550197601318,3.51952576637268
27200,2.21298575401306,2.38219976425171,2.20947098731995,3.29014754295349
27300,2.13759422302246,2.2173707485199,2.28284454345703,3.42688775062561
27400,2.19041180610657,2.18064117431641,2.22660446166992,3.34120678901672
27500,2.18236398696899,1.83906388282776,2.26326274871826,3.40583372116089
27600,2.00149536132812,2.08314299583435,2.20956468582153,3.40916872024536
27700,2.11223602294922,2.06558179855347,2.34937810897827,3.47527575492859
27800,2.09165668487549,2.15719985961914,2.29117202758789,3.46561932563782
27900,2.24293732643127,2.2297203540802,2.27614068984985,3.37369990348816
28000,2.03038573265076,2.27646684646606,2.23887205123901,3.54222774505615
28100,2.18218803405762,2.04613709449768,2.21037626266479,3.50086808204651
28200,2.20269346237183,2.11912965774536,2.3267936706543,3.50446677207947
28300,2.12075614929199,2.09722566604614,2.1862907409668,3.5723614692688
28400,2.39353060722351,2.09967279434204,2.48875617980957,3.28494477272034
28500,2.22540497779846,2.15732884407043,2.44466543197632,3.26640915870666
28600,2.24342107772827,2.17276096343994,2.39983081817627,3.41723990440369
28700,2.30184507369995,2.15669465065002,2.24388217926025,3.16312575340271
28800,1.97566509246826,2.05358505249023,2.33044672012329,3.21596479415894
28900,2.0868866443634,2.25490951538086,2.1445050239563,3.26027798652649
29000,2.00953149795532,2.05162835121155,2.23469543457031,3.5698127746582
29100,2.00712561607361,2.03826141357422,2.50287008285522,3.29294943809509
29200,2.26180982589722,2.04933404922485,2.22223830223083,3.23112058639526
29300,2.26546192169189,2.09524822235107,2.24840831756592,3.26037526130676
29399,2.02700662612915,2.14137315750122,2.44066572189331,3.27271485328674
29400,2.13744711875916,2.03113842010498,2.32122421264648,3.25278425216675
29500,2.08560991287231,2.05169820785522,2.18710231781006,3.49834036827087
29600,2.26211214065552,2.13877725601196,2.36236143112183,3.37002015113831
29700,2.10030460357666,2.06676340103149,2.12842130661011,3.27859926223755
29800,2.13284111022949,2.16176271438599,2.2767391204834,3.28848743438721
29900,2.08462047576904,2.08857583999634,2.15946531295776,3.34574937820435
30000,2.1567497253418,2.29408025741577,2.25519037246704,3.23216247558594
30100,2.08002352714539,2.05748081207275,2.32043695449829,3.3553831577301
30200,2.07675790786743,2.26743817329407,2.21878480911255,3.3316502571106
30300,2.10210132598877,1.95514988899231,2.35499954223633,3.28179621696472
30400,2.13817954063416,2.13713216781616,2.51149034500122,3.14561367034912
30500,2.1493067741394,1.88971209526062,2.09658479690552,3.39584589004517
30600,1.98666334152222,1.97543227672577,2.38459396362305,3.39358520507812
30700,2.12401032447815,2.20908045768738,2.31225061416626,3.35471796989441
30800,1.98961496353149,2.10237979888916,2.1729531288147,3.22992491722107
30900,2.19330501556396,1.90360045433044,2.23385429382324,3.11147332191467
31000,1.92047047615051,2.01386117935181,2.20804572105408,3.18586564064026
31100,1.84248077869415,2.01480770111084,2.10516095161438,3.29363608360291
31200,1.9700003862381,2.07534074783325,2.02271175384521,3.17355036735535
31300,2.03640842437744,1.93998098373413,2.36299109458923,3.29424238204956
31400,2.00628757476807,2.11077356338501,2.0800142288208,3.37157011032104
31500,2.09866189956665,2.04785490036011,2.52433061599731,3.26656365394592
31600,1.9082111120224,2.12870740890503,2.18997526168823,3.16420841217041
31700,1.9521598815918,1.9935986995697,2.18412208557129,3.24564504623413
31800,2.15115928649902,2.12102460861206,2.23606371879578,3.42509198188782
31900,2.14963388442993,2.02894687652588,2.1877703666687,3.31919050216675
32000,1.8426765203476,2.0585150718689,2.45885848999023,3.40227222442627
32100,2.16383528709412,2.06982254981995,2.13788437843323,3.38323760032654
32200,2.07780241966248,2.00796937942505,2.29996013641357,3.18896508216858
32300,2.11190032958984,2.09480977058411,2.46773314476013,3.23110413551331
32400,1.81071138381958,1.98780572414398,2.27153968811035,3.13876056671143
32500,1.8900740146637,1.98372054100037,2.24957132339478,3.3099217414856
32600,1.902010679245,1.90590798854828,2.21065163612366,3.12658357620239
32700,1.85620319843292,2.09205985069275,2.27499055862427,3.28733110427856
32800,2.14541339874268,1.91893625259399,2.49786710739136,3.35933256149292
32900,2.11287593841553,1.83645081520081,2.18673753738403,3.26819705963135
33000,2.03431820869446,1.78667521476746,2.16233396530151,3.45132613182068
33100,2.13702440261841,1.97512650489807,2.15652942657471,3.11907434463501
33200,2.08334732055664,2.07999777793884,2.16310858726501,3.26121807098389
33300,1.95885896682739,1.82023620605469,2.16302442550659,3.10472416877747
33400,1.94140839576721,2.097092628479,2.08655691146851,3.37934923171997
33500,2.2222957611084,1.99758410453796,2.12787866592407,3.23909759521484
33599,1.92151200771332,2.14382290840149,2.20061111450195,3.13127017021179
33600,2.12245082855225,2.21068572998047,2.32053256034851,3.06030058860779
33700,2.1312403678894,1.96524143218994,2.23741960525513,3.25949048995972
33800,1.83772671222687,1.80940389633179,2.2427191734314,3.32894515991211
33900,2.07451391220093,1.92583560943604,2.23523187637329,3.33040642738342
34000,1.97227358818054,1.95071196556091,2.0995659828186,3.32526183128357
34100,1.93587231636047,1.77473855018616,2.13146710395813,3.30204105377197
34200,1.83595073223114,1.93443322181702,2.20184564590454,3.3027880191803
34300,1.98580348491669,1.78025603294373,2.33014988899231,3.25814914703369
34400,1.94185161590576,1.93591737747192,2.23540735244751,3.45642518997192
34500,1.86345911026001,1.84903335571289,1.95094394683838,3.24310636520386
34600,1.89266395568848,1.84511721134186,2.06656885147095,3.27342820167541
34700,1.91625213623047,2.01162958145142,2.24496102333069,3.10682082176208
34800,2.0759961605072,2.0541889667511,2.04812526702881,3.25841093063354
34900,1.98362255096436,1.83695125579834,2.21683382987976,3.258455991745
35000,1.83483254909515,1.89356350898743,2.15131187438965,3.22578048706055
35100,1.92638492584229,2.03637075424194,2.19915962219238,3.05809497833252
35200,2.0120108127594,2.32585453987122,2.10543966293335,3.14856672286987
35300,1.8331972360611,1.99660301208496,2.07844305038452,3.26355028152466
35400,1.93246650695801,2.18193769454956,2.24765563011169,3.27254104614258
35500,1.6948299407959,1.78395414352417,2.32901954650879,3.25197410583496
35600,1.94694447517395,2.01027822494507,1.96392345428467,3.10317254066467
35700,1.85035717487335,2.18338394165039,2.23361730575562,3.172767162323
35800,2.01381516456604,2.01210832595825,2.41057109832764,3.38668274879456
35900,1.93421375751495,1.9714367389679,2.15010166168213,3.19774723052979
36000,2.0472936630249,1.81779909133911,2.15138006210327,3.36351871490479
36100,1.93727254867554,2.08260107040405,2.12256240844727,3.19502854347229
36200,1.98134994506836,1.86692476272583,2.20749759674072,3.29281759262085
36300,1.8719437122345,1.87591171264648,2.05112195014954,3.30580234527588
36400,1.96229028701782,2.08236265182495,2.08875322341919,3.25547242164612
36500,1.86061859130859,1.98215270042419,2.27940940856934,3.32993531227112
36600,2.07805871963501,2.07935857772827,2.19770574569702,3.1713273525238
36700,2.09469890594482,2.08418822288513,2.17380213737488,3.1434428691864
36800,2.14537167549133,1.91895425319672,1.95913553237915,3.31581282615662
36900,2.22238874435425,2.17464327812195,2.50983881950378,3.22062921524048
37000,1.74517285823822,2.13388800621033,2.02620029449463,3.39356136322021
37100,2.09850978851318,2.00785779953003,2.15149998664856,3.20130276679993
37200,2.02575063705444,2.00249290466309,1.92599678039551,3.1808397769928
37300,2.00366687774658,2.04363703727722,2.17843127250671,3.21341300010681
37400,1.92967975139618,1.97566866874695,1.99510109424591,3.26314210891724
37500,1.90148866176605,2.13514852523804,2.0996687412262,3.01223373413086
37600,1.92671227455139,1.85308384895325,2.07789516448975,3.23680877685547
37700,1.91943335533142,2.15899801254272,2.1807234287262,3.28683042526245
37799,1.82656812667847,1.81819033622742,2.31876230239868,3.2876513004303
37800,1.76809215545654,2.05044674873352,2.13635492324829,3.1644914150238
37900,1.90796029567719,1.90836071968079,2.2038996219635,2.96970868110657
38000,1.85483741760254,1.87214159965515,1.93771505355835,3.14748477935791
38100,2.02128267288208,1.85566711425781,2.05872058868408,3.13076114654541
38200,2.1259274482727,1.95107293128967,2.29846501350403,3.04125428199768
38300,2.06400632858276,1.83914494514465,1.81634593009949,3.17726922035217
38400,1.85772740840912,1.74232172966003,2.1284077167511,3.19345760345459
38500,2.18280839920044,2.07457876205444,2.19671940803528,3.16009521484375
38600,1.94089579582214,1.79119110107422,1.92942023277283,3.0635814666748
38700,1.99688971042633,2.04020404815674,2.1060996055603,3.10398554801941
